,location,total_sqft,bath,price,bhk
606,Ardendale,1100.0,2.0,43.25,2
607,Ardendale,1750.0,3.0,100.0,3
608,Ardendale,3198.0,4.0,200.0,4
609,Ardendale,2422.0,4.0,160.0,4
610,Ardendale,1750.0,3.0,100.0,3
611,Ardendale,3200.0,4.0,205.0,4
612,Ardendale,1728.0,3.0,95.0,3
613,Ardendale,1100.0,2.0,48.0,2
614,Ardendale,4355.0,3.0,350.0,5
615,Ardendale,3198.0,4.0,250.0,4
616,Ardendale,2062.0,3.0,140.0,4
617,Ardendale,1732.46,3.0,92.0,3
618,Ardendale,2062.0,3.0,150.0,4
620,Ardendale,1224.0,2.0,70.0,2
621,Ardendale,1777.26,3.0,105.0,3
622,Ardendale,1650.0,3.0,82.0,3
623,Ardendale,2062.0,3.0,140.0,4
624,Ardendale,1650.0,3.0,82.0,3
625,Ardendale,1224.0,2.0,67.0,2
626,Ardendale,1723.0,3.0,95.0,3
627,Ardendale,1777.26,3.0,89.0,3
628,Ardendale,1777.26,3.0,92.0,3
629,Ardendale,2500.0,3.0,250.0,3
630,Arekere,1222.0,2.0,45.0,2
631,Arekere,2060.0,3.0,140.0,3
632,Arekere,920.0,2.0,40.0,2
633,Arekere,1740.0,2.0,95.0,3
634,Arekere,1190.0,2.0,55.0,2
635,Arekere,600.0,1.0,28.0,1
636,Arekere,2072.0,3.0,108.0,3
637,Arekere,1100.0,2.0,55.0,2
638,Arekere,1445.0,2.0,125.0,3
639,Arekere,900.0,2.0,50.0,2
640,Arekere,2060.0,3.0,150.0,3
642,Arekere,2400.0,3.0,180.0,3
643,Arekere,1240.0,2.0,60.0,2
644,Arekere,900.0,2.0,44.5,2
645,Attibele,450.0,1.0,11.0,1
646,Attibele,1600.0,4.0,52.8,4
647,Attibele,656.0,2.0,25.0,2
648,Attibele,400.0,1.0,11.0,1
649,Attibele,400.0,1.0,12.0,1
650,Attibele,400.0,1.0,14.0,1
651,Attibele,500.0,1.0,17.0,1
652,Attibele,2168.0,4.0,95.0,4
653,Attibele,395.0,1.0,10.25,1
654,Attibele,420.0,1.0,17.0,1
656,Attibele,418.0,1.0,12.0,1
657,Attibele,1350.0,3.0,85.0,3
658,Attibele,1200.0,2.0,42.0,2
659,Attibele,400.0,1.0,10.0,1
660,Attibele,695.0,1.0,25.0,2
661,Attibele,850.0,1.0,25.0,2
662,Attibele,2400.0,3.0,120.0,3
663,Attibele,450.0,1.0,12.5,1
667,Attibele,782.0,1.0,19.55,1
669,Attibele,656.0,2.0,25.0,2
670,Attibele,400.0,1.0,11.5,1
671,Attibele,460.0,1.0,13.0,1
672,Attibele,418.0,2.0,11.5,1
673,Attibele,1000.0,2.0,42.0,2
674,Attibele,550.0,1.0,11.5,1
676,Attibele,410.0,1.0,10.0,1
677,Attibele,1700.0,3.0,65.0,3
678,Attibele,400.0,1.0,10.25,1
679,Attibele,656.0,2.0,25.0,2
680,Attibele,1500.0,3.0,90.0,3
681,Attibele,520.0,1.0,15.0,1
682,BEML Layout,1060.0,2.0,55.0,2
684,BEML Layout,999.0,2.0,45.0,2
685,BEML Layout,2400.0,4.0,225.0,5
687,BEML Layout,1194.0,2.0,65.0,2
688,BEML Layout,1200.0,2.0,67.0,2
689,BEML Layout,2400.0,2.0,228.0,2
692,BEML Layout,1194.0,2.0,65.0,2
693,BTM 2nd Stage,1260.0,5.0,185.0,3
694,BTM 2nd Stage,950.0,2.0,52.0,2
695,BTM 2nd Stage,1850.0,3.0,170.0,3
696,BTM 2nd Stage,1200.0,2.0,80.0,2
697,BTM 2nd Stage,1274.0,2.0,70.0,2
698,BTM 2nd Stage,1200.0,2.0,35.0,2
700,BTM 2nd Stage,1070.0,2.0,48.0,2
701,BTM 2nd Stage,1280.0,2.0,80.0,2
702,BTM 2nd Stage,1100.0,2.0,70.0,2
703,BTM 2nd Stage,1000.0,2.0,58.0,2
704,BTM 2nd Stage,2990.0,5.0,416.0,5
705,BTM 2nd Stage,1265.0,2.0,55.0,2
706,BTM 2nd Stage,2200.0,3.0,220.0,3
707,BTM 2nd Stage,2780.0,4.0,325.0,3
708,BTM 2nd Stage,2400.0,2.0,360.0,3
709,BTM 2nd Stage,965.0,2.0,56.0,2
710,BTM 2nd Stage,1147.0,2.0,75.0,2
711,BTM 2nd Stage,1750.0,3.0,172.0,3
712,BTM 2nd Stage,1400.0,2.0,90.0,2
713,BTM 2nd Stage,1200.0,2.0,70.0,2
714,BTM 2nd Stage,1100.0,2.0,47.0,2
715,BTM 2nd Stage,930.0,2.0,46.0,2
717,BTM 2nd Stage,2500.0,3.0,345.0,3
718,BTM Layout,1150.0,2.0,63.0,2
719,BTM Layout,3000.0,3.0,338.0,3
720,BTM Layout,3300.0,6.0,165.0,6
721,BTM Layout,1450.0,2.0,81.0,3
722,BTM Layout,1776.0,2.0,75.0,3
723,BTM Layout,1458.0,3.0,79.0,3
724,BTM Layout,935.0,2.0,51.5,2
725,BTM Layout,1020.0,2.0,46.5,2
726,BTM Layout,1600.0,3.0,112.0,3
727,BTM Layout,1300.0,2.0,75.0,3
728,BTM Layout,1540.0,2.0,78.0,3
729,BTM Layout,450.0,1.0,20.0,1
730,BTM Layout,2400.0,3.0,220.0,3
731,BTM Layout,1196.0,2.0,56.81,2
732,BTM Layout,1470.0,2.0,99.0,3
735,Babusapalaya,1611.0,2.0,66.0,3
737,Babusapalaya,1675.0,3.0,75.0,3
738,Babusapalaya,1141.0,2.0,46.0,2
739,Babusapalaya,1084.0,2.0,58.0,2
740,Babusapalaya,1500.0,2.0,57.0,2
742,Babusapalaya,1050.0,2.0,45.0,2
743,Babusapalaya,1141.0,2.0,45.9,2
745,Babusapalaya,1230.0,3.0,53.0,3
746,Babusapalaya,1105.0,2.0,40.0,2
747,Babusapalaya,1410.0,2.0,65.0,3
748,Babusapalaya,1305.0,2.0,70.0,2
749,Babusapalaya,1450.0,2.0,55.99,2
750,Babusapalaya,1100.0,2.0,38.0,2
752,Babusapalaya,1061.0,2.0,33.84,2
753,Babusapalaya,1061.0,2.0,38.95,2
754,Babusapalaya,1061.0,2.0,34.0,2
755,Babusapalaya,1245.0,2.0,58.0,2
756,Badavala Nagar,1494.0,2.0,94.55,3
757,Badavala Nagar,1274.0,2.0,81.0,2
758,Badavala Nagar,1842.0,3.0,115.0,3
759,Badavala Nagar,1494.0,2.0,94.55,3
760,Badavala Nagar,1145.0,2.0,57.0,2
761,Badavala Nagar,1274.0,2.0,81.0,2
762,Badavala Nagar,1494.0,2.0,94.55,3
763,Badavala Nagar,1842.0,3.0,115.0,3
764,Badavala Nagar,1842.0,3.0,115.0,3
765,Badavala Nagar,1842.0,3.0,115.0,3
766,Badavala Nagar,1274.0,2.0,90.0,2
767,Badavala Nagar,1274.0,2.0,90.0,2
768,Balagere,1210.0,2.0,80.9,2
772,Balagere,1205.0,2.0,78.5,2
774,Balagere,790.5,1.0,41.9,1
777,Balagere,1012.0,2.0,75.0,2
778,Balagere,1020.07,2.0,68.38,2
779,Balagere,1205.47,2.0,81.0,2
780,Balagere,1007.0,2.0,65.0,2
781,Balagere,656.0,1.0,53.0,1
784,Balagere,1210.0,2.0,83.0,2
785,Balagere,675.0,1.0,45.0,1
786,Balagere,656.0,1.0,43.0,1
788,Balagere,1012.0,2.0,64.0,2
790,Balagere,1007.0,2.0,67.0,2
791,Balagere,1007.0,2.0,66.0,2
794,Balagere,1007.0,2.0,75.0,2
795,Balagere,645.0,1.0,34.18,1
798,Balagere,790.5,1.0,42.295,1
799,Balagere,1012.0,2.0,65.0,2
800,Balagere,656.0,1.0,38.77,1
801,Balagere,645.0,1.0,39.0,1
802,Balagere,645.0,1.0,41.0,1
803,Balagere,1210.0,2.0,82.0,2
804,Balagere,661.0,1.0,33.0,1
805,Balagere,656.0,1.0,34.77,1
807,Balagere,1012.0,2.0,70.0,2
808,Balagere,645.0,1.0,55.0,1
809,Balagere,1007.0,2.0,68.0,2
811,Balagere,1205.0,2.0,79.0,2
812,Balagere,1012.0,2.0,68.0,2
814,Banashankari,1077.0,2.0,37.64,2
815,Banashankari,1470.0,2.0,88.64,3
816,Banashankari,1300.0,2.0,75.0,3
817,Banashankari,1800.0,3.0,115.0,3
818,Banashankari,1125.0,2.0,63.0,2
820,Banashankari,1310.0,2.0,80.0,2
821,Banashankari,2600.0,4.0,135.0,3
822,Banashankari,1900.0,2.0,170.0,3
823,Banashankari,1260.0,2.0,75.0,2
824,Banashankari,1170.0,2.0,46.79,2
826,Banashankari,1350.0,2.0,83.0,3
828,Banashankari,1330.0,2.0,78.0,2
829,Banashankari,1400.0,2.0,78.0,3
830,Banashankari,1700.0,3.0,125.0,3
831,Banashankari,1020.0,2.0,40.79,2
832,Banashankari,1600.0,2.0,63.98,2
833,Banashankari,1041.0,2.0,36.44,2
834,Banashankari,3580.0,3.0,411.0,3
835,Banashankari,2400.0,1.0,200.0,1
836,Banashankari,1390.0,2.0,86.0,2
837,Banashankari,1460.0,2.0,70.0,2
838,Banashankari,1200.0,2.0,60.0,2
839,Banashankari,1290.0,2.0,80.0,2
840,Banashankari,2582.0,5.0,250.0,3
841,Banashankari,1186.0,2.0,65.0,2
842,Banashankari,1650.0,3.0,101.0,3
844,Banashankari,1181.0,2.0,75.0,2
845,Banashankari,1105.0,2.0,90.0,2
846,Banashankari,720.0,1.0,60.0,1
847,Banashankari,1040.0,2.0,45.0,2
848,Banashankari,1330.0,2.0,77.0,2
849,Banashankari,1200.0,2.0,49.0,2
850,Banashankari,1185.0,2.0,67.0,2
851,Banashankari,1000.0,2.0,50.0,2
852,Banashankari,1650.0,3.0,90.75,3
853,Banashankari,1650.0,3.0,101.0,3
854,Banashankari,1310.0,2.0,80.43,2
855,Banashankari,600.0,1.0,27.0,2
856,Banashankari,1430.0,2.0,87.8,2
857,Banashankari,1020.0,2.0,42.83,2
859,Banashankari,1540.0,3.0,80.0,3
860,Banashankari,1195.0,2.0,35.84,2
861,Banashankari,1683.0,3.0,115.0,3
862,Banashankari,1800.0,3.0,125.0,3
863,Banashankari,1175.0,2.0,41.13,2
864,Banashankari,1750.0,2.0,89.0,3
865,Banashankari,1800.0,3.0,175.0,3
866,Banashankari,1450.0,2.0,50.75,2
867,Banashankari,1770.0,3.0,108.0,3
868,Banashankari,1800.0,3.0,125.0,3
870,Banashankari,1886.0,3.0,205.0,3
872,Banashankari,1200.0,3.0,74.52,3
873,Banashankari,1100.0,2.0,63.0,2
874,Banashankari,1020.0,2.0,40.79,2
875,Banashankari,1260.0,2.0,75.0,2
876,Banashankari,1040.0,2.0,109.0,3
878,Banashankari,1426.0,3.0,85.0,3
879,Banashankari Stage II,1700.0,2.0,150.0,2
880,Banashankari Stage II,1200.0,2.0,150.0,4
881,Banashankari Stage II,1500.0,2.0,120.0,3
882,Banashankari Stage II,2400.0,3.0,510.0,5
883,Banashankari Stage II,1240.0,2.0,59.52,3
884,Banashankari Stage II,1250.0,2.0,110.0,2
885,Banashankari Stage II,1260.0,2.0,95.0,3
886,Banashankari Stage II,2400.0,2.0,300.0,3
887,Banashankari Stage II,1400.0,2.0,100.0,2
888,Banashankari Stage II,2800.0,3.0,425.0,5
889,Banashankari Stage II,3000.0,3.0,450.0,3
890,Banashankari Stage II,1200.0,2.0,198.0,3
891,Banashankari Stage II,1245.0,2.0,125.0,2
892,Banashankari Stage III,1305.0,2.0,58.7,3
893,Banashankari Stage III,1145.0,2.0,58.4,2
894,Banashankari Stage III,1650.0,3.0,118.0,3
895,Banashankari Stage III,2400.0,4.0,240.0,4
896,Banashankari Stage III,1350.0,2.0,68.0,3
898,Banashankari Stage III,1305.0,2.0,59.0,3
899,Banashankari Stage III,1305.0,2.0,60.0,3
900,Banashankari Stage III,1200.0,2.0,42.0,2
901,Banashankari Stage III,1305.0,2.0,59.0,3
902,Banashankari Stage III,1480.0,3.0,75.48,3
903,Banashankari Stage III,1305.0,2.0,59.0,3
904,Banashankari Stage III,1304.0,2.0,111.0,2
905,Banashankari Stage III,3000.0,6.0,150.0,6
906,Banashankari Stage III,1085.0,2.0,50.0,2
907,Banashankari Stage III,1500.0,2.0,100.0,3
908,Banashankari Stage III,1350.0,1.0,145.0,1
909,Banashankari Stage III,2100.0,3.0,147.0,4
910,Banashankari Stage III,1420.0,2.0,95.0,3
911,Banashankari Stage V,1300.0,2.0,58.5,3
912,Banashankari Stage V,1305.0,2.0,49.0,3
913,Banashankari Stage V,1035.0,2.0,35.77,2
914,Banashankari Stage V,1355.0,2.0,61.0,3
915,Banashankari Stage V,1510.0,3.0,47.57,3
916,Banashankari Stage V,1650.0,3.0,51.98,3
917,Banashankari Stage V,1630.0,3.0,51.35,3
918,Banashankari Stage V,1510.0,3.0,47.57,3
919,Banashankari Stage V,1315.0,2.0,49.0,3
920,Banashankari Stage V,1540.0,3.0,48.51,3
921,Banashankari Stage V,920.0,2.0,41.5,2
922,Banashankari Stage VI,1177.5,2.0,59.935,2
923,Banashankari Stage VI,4800.0,4.0,190.0,4
924,Banashankari Stage VI,2800.0,4.0,89.0,4
925,Banashankari Stage VI,2200.0,4.0,195.0,4
926,Banashankari Stage VI,1160.0,2.0,59.0,2
927,Banashankari Stage VI,1180.0,2.0,59.47,2
928,Banashankari Stage VI,1423.0,2.0,71.73,3
929,Banashankari Stage VI,1392.0,3.0,69.46,3
930,Banashankari Stage VI,1410.5,2.0,70.385,3
931,Banashankari Stage VI,4800.0,3.0,200.0,4
932,Banaswadi,1184.0,2.0,53.0,2
933,Banaswadi,1145.0,2.0,55.0,2
934,Banaswadi,1250.0,2.0,60.0,2
935,Banaswadi,1365.0,2.0,73.0,2
936,Banaswadi,1903.0,6.0,140.0,5
937,Banaswadi,1222.0,2.0,80.0,2
938,Banaswadi,870.0,2.0,38.0,2
939,Banaswadi,1200.0,2.0,60.0,2
941,Banaswadi,527.0,1.0,35.0,1
942,Banaswadi,1340.0,2.0,73.0,2
943,Banaswadi,1008.0,2.0,52.0,2
944,Banaswadi,2250.0,5.0,240.0,5
945,Banaswadi,1105.0,2.0,57.0,2
946,Banjara Layout,1294.0,2.0,48.0,3
947,Banjara Layout,1200.0,2.0,70.0,2
948,Banjara Layout,1050.0,2.0,64.8,2
949,Banjara Layout,753.0,3.0,59.5,2
950,Banjara Layout,900.0,3.0,79.0,3
951,Banjara Layout,3750.0,5.0,145.0,4
952,Banjara Layout,2500.0,4.0,140.0,3
953,Banjara Layout,1200.0,4.0,105.0,4
955,Bannerghatta,2611.0,3.0,239.0,3
956,Bannerghatta,3012.0,6.0,250.0,4
957,Bannerghatta,3012.0,6.0,268.0,4
958,Bannerghatta,1665.0,3.0,110.0,3
960,Bannerghatta,2370.0,4.0,195.0,3
961,Bannerghatta,1100.0,2.0,66.0,2
962,Bannerghatta,2895.5,2.0,246.0,4
963,Bannerghatta,1113.0,2.0,70.0,2
964,Bannerghatta,1200.0,2.0,73.2,2
965,Bannerghatta,1070.0,2.0,87.0,2
966,Bannerghatta,1776.0,3.0,124.0,3
967,Bannerghatta,1776.0,3.0,150.0,3
968,Bannerghatta,1320.0,2.0,50.0,2
969,Bannerghatta,1120.0,2.0,42.5,2
970,Bannerghatta Road,500.0,1.0,18.5,1
971,Bannerghatta Road,1050.0,2.0,65.0,2
972,Bannerghatta Road,1200.0,2.0,125.0,4
973,Bannerghatta Road,1170.0,2.0,66.0,3
974,Bannerghatta Road,595.0,1.0,33.32,1
975,Bannerghatta Road,1445.0,3.0,95.0,3
976,Bannerghatta Road,1640.0,2.0,120.0,3
978,Bannerghatta Road,1460.0,2.0,90.0,3
980,Bannerghatta Road,1179.0,2.0,66.02,2
981,Bannerghatta Road,1122.5,2.0,58.935,2
982,Bannerghatta Road,793.0,2.0,45.0,2
984,Bannerghatta Road,1400.0,2.0,78.0,2
986,Bannerghatta Road,1215.0,2.0,50.0,2
987,Bannerghatta Road,1654.0,3.0,100.0,3
988,Bannerghatta Road,1181.0,2.0,55.0,2
990,Bannerghatta Road,1200.0,2.0,75.0,2
992,Bannerghatta Road,595.0,1.0,31.83,1
993,Bannerghatta Road,1105.0,2.0,51.0,2
994,Bannerghatta Road,1255.0,2.0,65.26,2
996,Bannerghatta Road,1550.0,3.0,82.0,3
998,Bannerghatta Road,1650.0,3.0,122.0,3
999,Bannerghatta Road,912.0,2.0,55.0,2
1000,Bannerghatta Road,1218.0,2.0,73.0,2
1002,Bannerghatta Road,1115.0,2.0,65.12,2
1004,Bannerghatta Road,1893.0,3.0,100.0,3
1005,Bannerghatta Road,1600.0,3.0,95.0,3
1006,Bannerghatta Road,1275.0,2.0,65.0,2
1007,Bannerghatta Road,892.0,2.0,39.0,2
1009,Bannerghatta Road,1260.0,2.0,70.0,2
1011,Bannerghatta Road,1157.0,2.0,40.0,2
1012,Bannerghatta Road,1150.0,2.0,65.0,2
1014,Bannerghatta Road,1100.0,2.0,39.0,2
1016,Bannerghatta Road,1725.0,3.0,110.0,3
1017,Bannerghatta Road,1850.0,6.0,150.0,6
1019,Bannerghatta Road,950.0,2.0,38.0,2
1020,Bannerghatta Road,1220.0,2.0,80.0,2
1021,Bannerghatta Road,1130.0,2.0,78.0,2
1023,Bannerghatta Road,1486.0,3.0,83.22,3
1025,Bannerghatta Road,1015.0,2.0,48.0,2
1026,Bannerghatta Road,1115.0,2.0,61.0,2
1027,Bannerghatta Road,1136.0,2.0,48.0,2
1028,Bannerghatta Road,2700.0,4.0,260.0,4
1029,Bannerghatta Road,1200.0,2.0,69.0,3
1030,Bannerghatta Road,1465.0,2.0,76.0,3
1031,Bannerghatta Road,1302.5,2.0,67.73,2
1032,Bannerghatta Road,1200.0,2.0,65.0,2
1033,Bannerghatta Road,1240.0,2.0,65.0,2
1034,Bannerghatta Road,1476.0,3.0,125.0,3
1036,Bannerghatta Road,1532.5,3.0,84.29,3
1038,Bannerghatta Road,1268.0,2.0,69.0,2
1039,Bannerghatta Road,1450.0,2.0,87.0,3
1040,Bannerghatta Road,2932.0,5.0,195.0,4
1043,Bannerghatta Road,960.0,2.0,58.0,2
1044,Bannerghatta Road,1750.0,3.0,130.0,3
1045,Bannerghatta Road,1275.0,2.0,73.0,2
1047,Bannerghatta Road,1240.0,2.0,71.0,2
1049,Bannerghatta Road,1215.0,2.0,68.0,2
1050,Bannerghatta Road,1215.0,2.0,68.0,2
1051,Bannerghatta Road,1894.0,3.0,115.0,3
1053,Bannerghatta Road,1693.0,3.0,89.0,3
1054,Bannerghatta Road,1280.0,2.0,60.16,2
1056,Bannerghatta Road,630.0,1.0,35.0,1
1057,Bannerghatta Road,1215.0,2.0,68.0,2
1058,Bannerghatta Road,1365.0,3.0,76.18,3
1059,Bannerghatta Road,1115.0,2.0,78.0,2
1060,Bannerghatta Road,1532.5,3.0,79.465,3
1062,Bannerghatta Road,1655.0,3.0,90.0,3
1063,Bannerghatta Road,1247.0,2.0,47.39,2
1064,Bannerghatta Road,1237.5,2.0,49.49,2
1065,Bannerghatta Road,1650.0,3.0,94.0,3
1066,Bannerghatta Road,905.0,2.0,65.0,2
1067,Bannerghatta Road,1000.0,2.0,50.0,2
1069,Bannerghatta Road,1012.0,2.0,45.0,2
1071,Bannerghatta Road,1460.0,2.0,80.0,3
1072,Bannerghatta Road,1340.0,2.0,85.0,2
1073,Bannerghatta Road,1711.0,3.0,125.0,3
1074,Bannerghatta Road,1520.0,2.0,81.0,3
1075,Bannerghatta Road,2826.0,3.0,148.0,3
1076,Bannerghatta Road,1115.0,2.0,61.0,2
1077,Bannerghatta Road,1154.0,2.0,47.0,2
1078,Bannerghatta Road,1000.0,2.0,44.5,2
1079,Bannerghatta Road,1250.0,2.0,48.0,2
1080,Bannerghatta Road,1640.0,3.0,105.0,3
1082,Bannerghatta Road,1012.0,2.0,44.0,2
1083,Bannerghatta Road,1527.0,3.0,115.0,3
1086,Bannerghatta Road,1550.0,3.0,96.0,3
1087,Bannerghatta Road,1200.0,2.0,78.0,2
1088,Bannerghatta Road,1885.0,3.0,125.0,3
1090,Bannerghatta Road,1450.0,2.0,78.0,3
1091,Bannerghatta Road,700.0,1.0,31.2,1
1094,Bannerghatta Road,905.0,2.0,58.0,2
1096,Bannerghatta Road,1920.0,3.0,122.0,3
1097,Bannerghatta Road,2400.0,4.0,180.0,4
1099,Bannerghatta Road,1270.0,2.0,45.0,2
1100,Bannerghatta Road,4723.0,4.0,500.0,4
1101,Bannerghatta Road,1520.0,2.0,80.0,3
1102,Bannerghatta Road,1270.0,2.0,73.0,3
1103,Bannerghatta Road,1846.0,3.0,120.0,3
1105,Bannerghatta Road,1122.5,2.0,61.74,2
1106,Bannerghatta Road,1655.0,3.0,95.0,3
1107,Bannerghatta Road,1206.0,2.0,53.0,2
1108,Bannerghatta Road,1150.0,2.0,55.0,2
1109,Bannerghatta Road,1215.0,2.0,65.0,2
1110,Bannerghatta Road,1510.0,2.0,110.0,3
1111,Bannerghatta Road,1022.0,2.0,35.0,2
1112,Bannerghatta Road,1246.0,2.0,47.35,2
1113,Bannerghatta Road,1470.0,2.0,85.0,3
1114,Bannerghatta Road,1160.0,2.0,45.0,2
1115,Bannerghatta Road,970.0,2.0,57.0,2
1116,Bannerghatta Road,1527.0,3.0,142.0,3
1118,Basavangudi,2337.0,4.0,292.0,3
1119,Basavangudi,2350.0,3.0,300.0,3
1120,Basavangudi,1500.0,2.0,143.0,3
1122,Basavangudi,600.0,1.0,97.5,1
1123,Basavangudi,2150.0,3.0,265.0,3
1124,Basavangudi,1036.0,2.0,105.0,2
1127,Basavangudi,2300.0,3.0,317.0,3
1128,Basavangudi,1600.0,2.0,160.0,3
1129,Basavangudi,1560.0,2.0,145.0,2
1130,Basavangudi,1825.0,3.0,175.0,3
1131,Basavangudi,1800.0,3.0,195.0,3
1132,Basavangudi,1100.0,2.0,93.0,2
1133,Basavangudi,670.0,1.0,50.0,1
1135,Basavangudi,1050.0,2.0,103.0,2
1136,Basavangudi,1350.0,2.0,130.0,3
1137,Basavangudi,1485.0,3.0,140.0,3
1138,Basavangudi,1180.0,2.0,124.0,2
1140,Basavangudi,1200.0,2.0,120.0,2
1142,Basavangudi,1230.0,2.0,80.0,2
1143,Basavangudi,2350.0,3.0,300.0,3
1146,Basaveshwara Nagar,1200.0,2.0,65.0,2
1147,Basaveshwara Nagar,4500.0,5.0,415.0,5
1148,Basaveshwara Nagar,1865.0,3.0,145.0,3
1149,Basaveshwara Nagar,2460.0,7.0,350.0,7
1150,Basaveshwara Nagar,2400.0,5.0,415.0,5
1151,Basaveshwara Nagar,1200.0,2.0,90.0,2
1152,Basaveshwara Nagar,1180.0,2.0,58.0,2
1153,Basaveshwara Nagar,2400.0,4.0,310.0,5
1154,Basaveshwara Nagar,1200.0,2.0,80.0,2
1155,Basaveshwara Nagar,900.0,2.0,60.0,2
1156,Basaveshwara Nagar,2520.0,4.0,378.0,5
1157,Basaveshwara Nagar,1900.0,3.0,150.0,3
1158,Basaveshwara Nagar,1200.0,2.0,85.0,2
1159,Basaveshwara Nagar,1200.0,2.0,70.0,2
1160,Basaveshwara Nagar,1200.0,1.0,180.0,2
1161,Basaveshwara Nagar,1200.0,3.0,190.0,3
1162,Battarahalli,1200.0,2.0,65.0,2
1163,Battarahalli,1779.0,3.0,89.61,3
1164,Battarahalli,1300.0,2.0,50.0,2
1165,Battarahalli,1945.0,3.0,97.42,3
1166,Battarahalli,1777.0,3.0,100.0,3
1167,Battarahalli,1135.0,2.0,43.0,2
1168,Battarahalli,1276.0,2.0,45.0,2
1169,Battarahalli,1880.0,3.0,94.36,3
1170,Battarahalli,1071.0,2.0,62.0,2
1171,Battarahalli,1165.0,2.0,43.0,2
1172,Battarahalli,600.0,1.0,47.0,1
1173,Battarahalli,1636.0,2.0,82.89,2
1174,Battarahalli,1779.0,3.0,90.0,3
1176,Battarahalli,1090.0,2.0,38.37,2
1177,Battarahalli,2082.0,3.0,104.0,3
1180,Battarahalli,1590.0,2.0,102.0,2
1181,Battarahalli,2024.0,3.0,103.0,3
1182,Battarahalli,1097.0,2.0,49.0,2
1184,Begur,1419.0,2.0,59.0,3
1185,Begur,1580.0,3.0,75.0,3
1186,Begur,1550.0,4.0,130.0,4
1187,Begur,1559.0,3.0,63.0,3
1188,Begur,1445.0,2.0,47.1,3
1189,Begur,1475.0,2.0,74.0,3
1190,Begur,3500.0,4.0,185.0,3
1191,Begur,1100.0,2.0,55.0,2
1192,Begur,1306.0,2.0,65.0,2
1193,Begur,1304.0,3.0,65.0,3
1194,Begur,2400.0,3.0,12.0,3
1195,Begur,1411.0,2.0,60.0,3
1196,Begur,815.0,2.0,40.0,2
1197,Begur,1443.0,2.0,70.0,3
1198,Begur,1200.0,2.0,33.0,2
1199,Begur Road,1200.0,2.0,44.0,2
1200,Begur Road,1358.0,2.0,80.58,2
1201,Begur Road,1200.0,2.0,46.8,2
1202,Begur Road,1160.0,2.0,44.0,2
1203,Begur Road,1584.0,3.0,65.0,3
1206,Begur Road,1200.0,2.0,43.2,2
1207,Begur Road,1160.0,2.0,44.08,2
1208,Begur Road,1200.0,2.0,45.0,2
1210,Begur Road,1410.0,2.0,53.0,3
1211,Begur Road,1200.0,2.0,37.8,2
1212,Begur Road,970.0,2.0,27.0,2
1213,Begur Road,1160.0,2.0,40.59,2
1214,Begur Road,1260.0,2.0,46.62,2
1216,Begur Road,1634.0,3.0,83.33,3
1218,Begur Road,1160.0,2.0,36.0,2
1219,Begur Road,1500.0,2.0,70.0,3
1220,Begur Road,1160.0,2.0,42.0,2
1221,Begur Road,1240.0,2.0,39.06,2
1222,Begur Road,1200.0,2.0,45.0,2
1226,Begur Road,1583.0,3.0,74.4,3
1227,Begur Road,1170.0,2.0,46.0,2
1228,Begur Road,2462.0,4.0,124.0,4
1229,Begur Road,1160.0,2.0,42.92,2
1232,Begur Road,2462.0,6.0,150.0,4
1233,Begur Road,1225.0,2.0,35.52,2
1234,Begur Road,1565.0,2.0,59.76,3
1235,Begur Road,1160.0,2.0,42.0,2
1237,Begur Road,1410.0,2.0,53.58,3
1238,Begur Road,1200.0,2.0,45.0,2
1239,Begur Road,1200.0,2.0,42.6,2
1240,Begur Road,1160.0,2.0,42.0,2
1241,Begur Road,1334.0,2.0,42.69,2
1242,Begur Road,2400.0,4.0,152.0,4
1244,Begur Road,644.0,1.0,40.0,1
1245,Begur Road,1933.0,3.0,98.0,3
1246,Begur Road,1200.0,2.0,45.6,2
1247,Begur Road,1215.0,2.0,43.13,2
1248,Begur Road,1444.0,2.0,71.5,3
1249,Begur Road,1160.0,2.0,36.54,2
1251,Begur Road,1200.0,2.0,44.4,2
1253,Begur Road,1260.0,2.0,39.69,2
1254,Begur Road,1100.0,2.0,71.42,2
1255,Begur Road,2464.5,6.0,118.0,4
1256,Begur Road,1634.0,3.0,111.0,3
1257,Begur Road,1160.0,2.0,44.0,2
1259,Begur Road,952.0,2.0,42.0,2
1262,Begur Road,1200.0,2.0,42.0,2
1263,Begur Road,1240.0,2.0,45.88,2
1264,Begur Road,1200.0,3.0,50.0,3
1266,Begur Road,1200.0,2.0,44.0,2
1268,Begur Road,1100.0,2.0,42.6,2
1270,Begur Road,1200.0,2.0,44.4,2
1271,Begur Road,644.0,1.0,32.0,1
1272,Begur Road,2500.0,6.0,122.5,4
1273,Begur Road,1241.0,2.0,64.0,2
1274,Begur Road,1160.0,2.0,36.54,2
1275,Begur Road,1215.0,2.0,43.75,2
1276,Begur Road,1200.0,2.0,44.73,2
1277,Begur Road,1160.0,2.0,42.0,2
1278,Begur Road,1583.0,3.0,95.23,3
1279,Begur Road,1410.0,2.0,54.99,3
1280,Bellandur,1767.0,3.0,103.0,3
1281,Bellandur,1205.0,2.0,66.0,2
1282,Bellandur,1250.0,2.0,76.0,2
1283,Bellandur,1000.0,2.0,50.0,2
1284,Bellandur,4239.0,5.0,423.0,5
